5_79	3_937	54.63	227	103	0	3	229	4	230	1e-83	 249
5_80	3_936	32.89	149	99	1	6	153	8	156	1e-20	82.4
5_81	3_935	54.84	124	54	1	1	124	1	122	1e-26	95.5
5_82	3_933	47.90	975	402	18	9	966	9	894	0.0	 826
5_82	3_933	52.72	313	92	5	1072	1383	887	1144	1e-87	 308
5_83	3_932	48.37	1102	442	16	12	1063	6	1030	0.0	1006
5_83	3_932	49.60	248	122	2	1170	1417	947	1191	6e-60	 222
5_84	3_930	65.44	136	34	1	1	123	1	136	3e-57	 174
5_85	3_929	55.06	158	69	1	1	158	1	156	3e-64	 194
5_86	3_927	74.68	395	97	2	1	394	1	393	0.0	 579
5_86	3_1880	31.15	305	174	12	14	303	10	293	1e-21	93.2
5_86	3_1971	29.05	296	182	10	3	291	4	278	2e-16	77.4
5_86	3_928	36.17	141	78	4	6	141	7	140	6e-16	75.9
5_86	3_1746	32.75	229	121	8	18	243	217	415	2e-14	71.2
5_86	3_1183	26.07	234	153	9	7	227	5	231	2e-13	67.8
5_87	3_59	66.67	102	34	0	1	102	1	102	2e-44	 139
5_88	3_58	41.47	217	118	2	1	209	1	216	1e-48	 158
5_89	3_57	39.02	205	121	3	2	203	3	206	6e-44	 145
5_90	3_56	43.02	86	48	1	23	108	5	89	3e-14	61.2
5_91	3_55	52.92	257	119	2	3	257	19	275	6e-89	 265
5_92	3_54	59.34	91	37	0	1	91	1	91	6e-35	 114
5_93	3_53	43.97	116	64	1	5	119	2	117	2e-25	92.0
5_94	3_52	55.56	207	92	0	1	207	1	207	5e-84	 249
5_95	3_51	58.96	134	55	0	1	134	1	134	1e-50	 158
5_96	3_50	41.82	55	32	0	7	61	2	56	5e-08	42.7
5_97	3_49	53.42	73	34	0	3	75	7	79	3e-20	76.6
5_98	3_48	67.21	122	40	0	1	122	1	122	2e-50	 156
5_99	3_47	49.50	101	50	1	4	104	2	101	9e-31	 104
5_100	3_46	57.87	178	74	1	9	186	1	177	9e-77	 228
5_101	3_1684	46.53	101	42	2	1	101	1	89	1e-22	82.8
5_101	3_45	61.54	39	15	0	63	101	23	61	3e-13	57.8
5_102	3_44	44.78	134	70	3	1	132	1	132	5e-35	 117
5_103	3_43	42.21	154	86	2	2	154	24	175	2e-37	 126
5_104	3_42	52.25	111	50	2	10	120	13	120	7e-33	 111
5_105	3_41	55.92	152	66	1	25	176	15	165	1e-53	 169
5_106	3_40	50.00	54	27	0	9	62	4	57	2e-11	51.2
5_107	3_39	45.75	153	75	4	1	152	1	146	2e-35	 120
5_108	3_38	37.47	427	253	9	17	436	8	427	3e-93	 289
5_109	3_37	40.85	213	101	2	1	188	1	213	7e-47	 152
5_110	3_35	60.66	122	47	1	1	122	1	121	9e-49	 152
5_111	3_34	64.46	121	43	0	10	130	9	129	2e-57	 174
5_112	3_33	45.22	314	161	4	10	316	1	310	7e-89	 270
5_113	3_32	52.34	107	41	2	1	97	16	122	5e-29	 101
5_115	3_69	24.25	532	359	7	16	508	18	544	2e-44	 171
5_115	3_69	31.03	232	157	3	846	1076	807	1036	3e-24	 105
5_115	3_69	25.32	158	117	1	339	495	878	1035	5e-08	53.1
5_116	3_69	25.69	541	359	8	16	524	18	547	5e-48	 182
5_116	3_69	25.07	359	250	4	693	1049	702	1043	1e-25	 110
5_116	3_69	27.33	161	106	4	885	1038	364	520	4e-07	50.4
5_117	3_1769	44.50	200	98	6	6	203	66	254	1e-45	 151
5_123	3_1606	26.38	163	110	4	50	204	11	171	2e-06	45.1
5_125	3_1560	29.23	366	227	11	33	384	22	369	2e-38	 140
5_126	3_1363	36.47	510	303	8	87	588	82	578	9e-102	 320
5_126	3_829	30.28	492	329	8	104	588	86	570	2e-84	 275
5_126	3_792	26.59	410	276	7	162	563	133	525	2e-35	 136
5_126	3_232	36.67	210	112	7	352	554	2	197	2e-32	 122
5_126	3_791	27.80	295	193	6	298	588	280	558	4e-30	 120
5_126	3_224	33.19	226	144	4	352	573	2	224	6e-30	 118
5_126	3_2195	34.42	215	133	6	359	568	8	219	5e-26	 104
5_126	3_759	33.18	220	138	7	354	568	4	219	3e-25	 103
5_126	3_1944	31.84	223	122	9	354	560	8	216	3e-25	 102
5_126	3_1159	36.02	236	126	9	352	568	9	238	2e-24	 101
5_126	3_31	32.58	221	136	7	354	567	10	224	1e-22	95.1
5_126	3_1628	33.16	196	111	5	365	546	58	247	5e-22	93.6
5_126	3_1889	32.30	226	132	8	352	568	5	218	5e-22	94.4
5_126	3_610	31.39	223	136	8	352	568	2	213	9e-22	92.0
5_126	3_2296	30.36	224	143	8	351	568	3	219	1e-21	92.8
5_126	3_986	28.57	238	154	8	352	575	277	512	2e-21	94.4
5_126	3_986	25.54	231	150	9	357	568	12	239	3e-14	71.6
5_126	3_1028	28.38	222	143	6	352	563	2	217	3e-21	90.1
5_126	3_1088	32.71	214	121	6	367	567	20	223	3e-21	91.7
5_126	3_745	29.21	202	137	5	368	565	17	216	1e-20	89.0
5_126	3_381	27.06	218	138	7	363	572	12	216	2e-20	88.2
5_126	3_30	27.05	244	158	7	354	582	5	243	2e-20	88.6
5_126	3_143	29.88	241	151	8	352	586	3	231	2e-20	88.6
5_126	3_826	26.99	226	139	7	368	578	19	233	1e-19	85.9
5_126	3_397	32.60	227	139	9	354	572	4	224	3e-19	84.3
5_126	3_1115	30.99	213	128	7	366	572	18	217	2e-18	82.4
5_126	3_343	26.34	205	136	6	368	563	23	221	1e-17	80.1
5_126	3_2168	26.75	228	150	8	367	589	17	232	1e-17	79.3
5_126	3_644	27.96	211	129	6	366	572	17	208	2e-17	78.6
5_126	3_2243	48.35	91	44	2	486	573	57	147	8e-17	76.3
5_126	3_1158	28.51	235	136	11	357	567	13	239	8e-16	75.5
5_126	3_1910	28.23	209	125	9	365	564	16	208	4e-13	68.2
5_126	3_1910	26.57	207	129	6	375	570	278	472	4e-12	64.7
5_126	3_1094	28.15	238	142	11	349	567	2	229	4e-13	65.9
5_126	3_299	24.55	220	149	7	355	563	5	218	1e-12	66.6
5_126	3_299	25.88	228	149	7	343	564	252	465	4e-10	58.5
5_126	3_1447	28.35	194	114	8	369	559	346	517	1e-12	66.6
5_126	3_1447	31.11	90	57	2	352	441	4	88	4e-08	52.4
5_126	3_839	30.39	204	120	10	368	560	17	209	2e-12	63.9
5_126	3_160	26.75	228	146	10	352	566	3	222	6e-12	62.0
5_126	3_366	25.85	205	130	7	368	565	17	206	1e-11	61.2
5_126	3_1287	27.37	179	97	6	360	519	10	174	2e-11	60.8
5_126	3_85	32.12	165	89	7	366	520	8	159	3e-11	59.7
5_126	3_1660	23.75	240	156	8	359	585	8	233	3e-11	62.0
5_126	3_1660	22.64	212	143	10	366	563	265	469	1e-05	43.9
5_126	3_367	25.22	230	149	9	351	567	9	228	9e-11	58.9
5_126	3_835	25.33	229	142	10	351	567	14	225	2e-10	58.2
5_126	3_1623	24.33	263	153	11	356	586	6	254	2e-10	59.3
5_126	3_1623	23.14	255	166	9	339	581	298	534	6e-09	54.7
5_126	3_761	25.68	183	109	6	368	544	334	495	2e-09	56.6
5_126	3_761	26.73	217	135	7	368	563	19	232	1e-08	53.9
5_126	3_1426	21.50	214	148	7	355	565	4	200	3e-09	54.7
5_126	3_2005	26.02	196	124	7	368	556	18	199	8e-09	54.3
5_126	3_2394	23.67	169	111	4	377	544	28	179	3e-06	45.4
5_126	3_720	30.83	120	71	5	464	573	464	581	6e-06	45.4
5_126	3_720	34.67	75	45	2	488	558	828	902	7e-06	45.1
5_126	3_1872	32.35	102	60	5	488	585	334	430	8e-06	45.1
5_126	3_1782	30.48	105	60	4	459	553	1056	1157	5e-04	39.3
5_128	3_1589	32.56	344	219	5	48	388	47	380	3e-55	 191
5_129	3_1586	40.50	121	70	2	15	133	7	127	1e-25	93.6
5_130	3_1460	34.38	349	219	3	7	345	4	352	3e-48	 168
5_130	3_1690	32.00	200	122	6	28	217	30	225	1e-17	80.1
5_130	3_437	25.41	307	180	10	21	303	8	289	5e-10	56.6
5_130	3_383	24.73	182	122	7	26	197	7	183	9e-06	43.1
5_131	3_1992	46.81	141	74	1	5	145	8	147	5e-32	 111
5_132	3_1817	49.72	1074	502	12	1	1063	1	1047	0.0	1025
5_132	3_1875	25.63	238	150	8	109	332	99	323	2e-09	58.2
5_132	3_1875	22.55	235	171	3	655	883	94	323	5e-08	53.5
5_132	3_705	23.28	189	126	7	122	299	103	283	1e-05	45.1
5_132	3_705	19.92	241	180	8	621	854	53	287	9e-05	42.4
5_132	3_1504	21.43	196	139	4	152	339	140	328	7e-05	42.7
5_133	3_1818	44.30	377	190	7	81	455	7	365	3e-100	 305
5_133	3_768	25.36	138	94	4	296	427	38	172	7e-08	48.9
5_133	3_490	25.15	171	116	6	264	427	10	175	2e-07	49.3
5_135	3_1950	31.77	362	225	8	3	350	1	354	2e-58	 204
5_136	3_1949	67.23	238	78	0	409	646	131	368	8e-112	 341
5_136	3_1949	30.00	140	84	1	7	146	2	127	5e-13	67.0
5_136	3_1208	24.58	236	158	4	406	633	28	251	4e-12	63.2
5_137	3_513	33.33	96	63	1	1	95	1	96	1e-13	60.5
5_138	3_681	28.68	136	96	1	5	139	2	137	1e-11	56.2
5_139	3_1548	25.40	126	89	4	162	285	38	160	3e-07	47.4
5_140	3_417	37.23	274	148	8	17	271	16	284	2e-51	 170
5_144	3_1251	32.33	331	197	7	17	331	17	336	4e-48	 164
5_145	3_1882	29.87	231	139	8	24	243	13	231	1e-16	73.9
5_145	3_111	28.87	97	68	1	48	144	43	138	6e-08	48.9
5_146	3_1122	35.44	395	229	11	118	498	107	489	3e-67	 224
5_151	3_1933	29.02	193	90	9	13	168	12	194	6e-12	58.9
5_151	3_1702	29.79	141	72	6	52	165	55	195	1e-08	51.2
5_151	3_1899	30.16	63	30	1	27	75	34	96	3e-04	37.7
5_151	3_691	32.73	55	31	2	27	75	22	76	3e-04	37.0
5_152	3_1025	41.18	204	117	2	79	282	2	202	2e-48	 160
5_153	3_2331	33.33	504	296	15	14	483	5	502	2e-68	 227
5_153	3_1850	32.51	403	231	15	14	381	7	403	5e-42	 155
5_154	3_1024	32.31	325	169	13	52	328	44	365	3e-38	 138
5_156	3_2103	28.23	124	81	3	62	181	22	141	3e-09	52.0
5_159	3_2054	32.81	64	43	0	1	64	1	64	6e-05	33.5
5_160	3_2053	55.56	117	52	0	1	117	1	117	2e-40	 130
5_161	3_1860	40.76	341	189	5	8	342	10	343	6e-87	 266
5_162	3_1859	29.13	841	535	20	1	821	1	800	2e-102	 334
5_162	3_2117	40.62	96	52	3	56	149	104	196	1e-13	67.4
5_164	3_1161	41.07	336	182	6	1	329	1	327	5e-80	 247
5_166	3_1139	45.14	401	213	5	8	408	3	396	4e-117	 348
5_166	3_1332	31.08	74	46	2	5	73	17	90	4e-04	38.1
5_167	3_1800	38.84	345	197	5	56	399	5	336	2e-80	 251
5_169	3_614	29.27	328	210	10	328	649	5	316	3e-31	 121
5_169	3_1894	26.58	237	159	7	379	604	51	283	1e-13	68.9
5_169	3_1515	23.63	237	166	6	380	605	52	284	3e-11	61.6
5_169	3_613	26.26	297	151	13	25	305	1	245	3e-10	57.8
5_169	3_1679	27.50	200	122	7	368	555	392	580	4e-05	42.7
5_170	3_1509	38.72	297	166	6	13	300	1	290	6e-46	 156
5_170	3_1549	29.41	221	138	7	31	248	21	226	1e-19	83.6
5_171	3_1508	36.67	60	38	0	16	75	8	67	4e-10	49.7
5_172	3_61	32.44	450	279	10	6	439	1	441	3e-63	 210
5_173	3_1971	58.18	593	247	1	9	600	13	605	0.0	 731
5_173	3_1880	27.33	505	297	17	9	480	8	475	3e-42	 157
5_173	3_1183	33.33	156	92	3	10	158	11	161	5e-20	89.7
5_173	3_928	38.30	141	77	3	3	139	4	138	4e-19	87.8
5_173	3_928	26.01	223	135	6	177	378	270	483	2e-11	63.2
5_173	3_928	31.65	79	53	1	404	482	600	677	7e-05	42.0
5_173	3_1746	27.16	232	139	6	13	237	215	423	2e-13	69.3
5_173	3_927	25.11	235	144	7	11	223	14	238	6e-12	63.9
5_176	3_1882	26.62	263	174	6	14	275	14	258	4e-27	 104
5_176	3_111	23.65	203	140	4	40	241	41	229	2e-11	59.3
5_177	3_1502	34.25	181	119	0	6	186	5	185	1e-36	 125
5_179	3_441	32.31	325	205	6	14	330	170	487	3e-51	 176
5_179	3_2011	25.15	163	107	5	12	171	136	286	1e-06	46.2
5_181	3_1726	41.06	246	142	2	1	246	1	243	6e-65	 204
5_182	3_1152	35.34	232	141	5	39	266	555	781	2e-38	 144
5_182	3_949	31.10	299	168	8	53	327	502	786	5e-38	 142
5_182	3_435	33.33	81	43	3	87	167	199	268	2e-04	39.7
5_182	3_1761	24.04	104	62	3	48	145	8	100	0.001	37.0
5_183	3_2196	26.24	465	300	9	65	520	53	483	1e-48	 174
5_183	3_398	31.34	217	139	1	316	522	19	235	6e-35	 129
5_183	3_399	20.00	235	161	7	48	268	37	258	1e-12	64.7
5_184	3_2195	51.42	247	113	1	1	247	1	240	3e-86	 257
5_184	3_397	48.78	246	120	1	1	246	1	240	4e-82	 246
5_184	3_1088	40.27	226	127	4	20	244	24	242	2e-53	 175
5_184	3_610	31.15	244	153	3	1	243	1	230	5e-43	 145
5_184	3_1628	35.37	246	133	7	11	243	55	287	8e-43	 146
5_184	3_1889	33.62	235	143	3	1	234	4	226	4e-42	 146
5_184	3_343	33.48	227	137	6	1	221	3	221	2e-41	 141
5_184	3_224	36.18	246	144	6	1	243	1	236	2e-39	 139
5_184	3_759	32.13	249	150	5	1	243	1	236	1e-38	 135
5_184	3_1028	34.21	228	132	7	1	221	1	217	3e-38	 132
5_184	3_1158	30.93	236	157	3	17	246	25	260	6e-35	 126
5_184	3_2296	31.43	245	147	5	5	243	7	236	7e-35	 126
5_184	3_986	28.96	259	164	7	2	246	7	259	3e-34	 126
5_184	3_986	29.61	233	151	7	17	243	297	522	1e-30	 116
5_184	3_1159	33.61	238	144	8	14	243	24	255	1e-33	 122
5_184	3_30	32.14	224	135	6	17	233	23	236	5e-32	 117
5_184	3_232	37.62	202	112	5	1	201	1	189	4e-31	 113
5_184	3_381	30.13	229	144	4	1	228	1	214	2e-30	 112
5_184	3_2243	39.38	160	92	4	88	243	1	159	2e-29	 108
5_184	3_160	34.93	229	134	7	2	224	3	222	6e-29	 107
5_184	3_745	28.63	234	148	5	1	228	1	221	8e-29	 108
5_184	3_299	35.64	202	110	5	22	222	283	465	2e-27	 106
5_184	3_299	25.83	240	147	6	1	226	1	223	6e-15	70.1
5_184	3_1660	28.82	229	152	3	1	226	1	221	7e-27	 105
5_184	3_1660	26.94	219	130	6	17	221	267	469	1e-16	75.5
5_184	3_366	27.63	257	141	8	1	243	1	226	6e-26	99.8
5_184	3_31	29.49	217	140	5	17	231	25	230	4e-25	98.2
5_184	3_85	30.60	183	112	5	20	201	17	185	4e-25	96.7
5_184	3_1363	30.77	247	133	10	2	232	340	564	1e-24	99.8
5_184	3_1944	31.19	202	125	4	6	203	10	201	6e-24	94.4
5_184	3_826	28.95	228	145	5	11	232	13	229	4e-23	92.4
5_184	3_1115	29.65	226	141	6	1	225	4	212	6e-22	89.0
5_184	3_2168	27.56	225	152	3	2	226	3	216	1e-21	87.8
5_184	3_791	31.82	220	125	8	16	232	347	544	1e-19	84.7
5_184	3_839	27.27	231	129	6	1	216	1	207	1e-19	81.6
5_184	3_1287	25.88	228	153	5	7	226	8	227	2e-19	81.3
5_184	3_367	27.93	222	149	7	9	225	13	228	7e-19	79.7
5_184	3_1426	23.53	221	145	3	7	226	6	203	2e-18	78.6
5_184	3_1910	28.38	229	130	8	12	231	14	217	4e-17	76.6
5_184	3_1910	25.37	201	136	4	24	223	278	465	3e-15	70.9
5_184	3_644	23.42	222	146	4	1	222	3	200	2e-16	72.4
5_184	3_829	24.88	217	142	8	16	225	347	549	2e-16	75.1
5_184	3_761	26.45	242	141	8	3	221	5	232	5e-16	73.6
5_184	3_761	23.53	221	136	8	6	221	323	515	1e-11	60.1
5_184	3_2381	25.84	209	134	6	17	222	18	208	2e-15	70.1
5_184	3_792	28.78	205	127	7	17	221	340	525	1e-14	69.7
5_184	3_143	23.28	232	164	2	2	233	3	220	3e-14	67.0
5_184	3_1447	25.85	205	112	6	16	214	344	514	3e-13	65.1
5_184	3_1447	23.14	242	162	6	1	221	3	241	4e-11	58.5
5_184	3_1094	25.21	234	148	9	10	229	13	233	6e-12	60.1
5_184	3_1623	24.29	247	165	9	1	231	1	241	4e-11	58.5
5_184	3_1623	22.27	220	135	4	1	214	319	508	8e-07	45.8
5_184	3_2005	23.04	217	121	8	13	214	14	199	3e-10	56.2
5_184	3_835	20.38	211	143	3	17	226	40	226	6e-09	51.6
5_184	3_720	31.75	126	77	4	126	243	468	592	4e-07	47.0
5_184	3_720	27.21	136	87	5	122	247	805	938	1e-05	42.4
5_184	3_1872	33.33	87	55	2	126	209	315	401	1e-05	42.0
5_185	3_1944	26.02	196	120	6	16	187	5	199	1e-15	72.8
5_185	3_2296	30.25	162	88	5	23	163	12	169	1e-14	71.6
5_185	3_791	31.93	166	91	7	15	161	329	491	4e-14	70.5
5_185	3_381	27.12	177	111	4	29	188	14	189	4e-14	68.2
5_185	3_644	26.26	179	125	3	15	187	2	179	1e-13	66.6
5_185	3_232	25.91	193	120	8	16	188	1	190	1e-12	63.5
5_185	3_792	26.67	195	123	7	11	188	317	508	1e-12	65.9
5_185	3_1447	32.28	158	98	6	35	187	348	501	3e-12	64.7
5_185	3_143	26.06	188	120	4	17	187	3	188	8e-12	62.0
5_185	3_1910	27.04	196	120	4	12	187	251	443	9e-12	62.8
5_185	3_1910	28.48	158	96	3	26	168	13	168	6e-08	50.8
5_185	3_299	26.67	180	105	5	34	187	20	198	9e-11	59.7
5_185	3_299	25.45	165	108	6	36	187	282	444	9e-07	47.0
5_185	3_2005	27.07	181	120	6	13	187	313	487	2e-10	58.9
5_185	3_2005	28.64	199	96	8	24	187	10	197	5e-10	57.4
