"","x"
"692","OG0000392:"
"693","OG0000523:"
"694","OG0000562:"
"695","OG0000626:"
"696","OG0000640:"
"697","OG0000641:"
"698","OG0000646:"
"699","OG0000696:"
"700","OG0000717:"
"701","OG0000763:"
"702","OG0000783:"
"703","OG0000840:"
"704","OG0000906:"
"705","OG0001025:"
"706","OG0001104:"
"707","OG0001140:"
"708","OG0001225:"
"709","OG0001231:"
"710","OG0001328:"
"711","OG0001333:"
"712","OG0001439:"
"713","OG0001483:"
"714","OG0001569:"
"715","OG0001593:"
"716","OG0001634:"
"717","OG0001644:"
"718","OG0001661:"
"719","OG0001685:"
"720","OG0001916:"
"721","OG0002108:"
"722","OG0002116:"
"723","OG0000226:"
"724","OG0000274:"
"725","OG0000350:"
"726","OG0000391:"
"727","OG0000467:"
"728","OG0000534:"
"729","OG0000536:"
"730","OG0000563:"
"731","OG0000592:"
"732","OG0000625:"
"733","OG0000670:"
"734","OG0000764:"
"735","OG0000874:"
"736","OG0000959:"
"737","OG0000997:"
"738","OG0001013:"
"739","OG0001014:"
"740","OG0001163:"
"741","OG0001178:"
"742","OG0001236:"
"743","OG0001273:"
"744","OG0001294:"
"745","OG0001397:"
"746","OG0001399:"
"747","OG0001492:"
"748","OG0001493:"
"749","OG0001523:"
"750","OG0001708:"
"751","OG0001868:"
"752","OG0001879:"
"753","OG0001925:"
"754","OG0001932:"
"755","OG0001965:"
"756","OG0001991:"
"757","OG0002109:"
"758","OG0002222:"
"759","OG0002273:"
"760","OG0000016:"
"761","OG0000064:"
"762","OG0000088:"
"763","OG0000094:"
"764","OG0000188:"
"765","OG0000212:"
"766","OG0000393:"
"767","OG0000422:"
"768","OG0000436:"
"769","OG0000474:"
"770","OG0000504:"
"771","OG0000546:"
"772","OG0000559:"
"773","OG0000593:"
"774","OG0000601:"
"775","OG0000636:"
"776","OG0000731:"
"777","OG0000757:"
"778","OG0000786:"
"779","OG0000842:"
"780","OG0000870:"
"781","OG0000895:"
"782","OG0000945:"
"783","OG0001102:"
"784","OG0001103:"
"785","OG0001110:"
"786","OG0001198:"
"787","OG0001214:"
"788","OG0001228:"
"789","OG0001276:"
"790","OG0001279:"
"791","OG0001345:"
"792","OG0001442:"
"793","OG0001478:"
"794","OG0001488:"
"795","OG0001553:"
"796","OG0001775:"
"797","OG0001858:"
"798","OG0001893:"
"799","OG0001910:"
"800","OG0001912:"
"801","OG0001930:"
"802","OG0002029:"
"803","OG0002102:"
"804","OG0000054:"
"805","OG0000103:"
"806","OG0000107:"
"807","OG0000177:"
"808","OG0000215:"
"809","OG0000220:"
"810","OG0000233:"
"811","OG0000263:"
"812","OG0000353:"
"813","OG0000586:"
"814","OG0000597:"
"815","OG0000647:"
"816","OG0000665:"
"817","OG0000729:"
"818","OG0000732:"
"819","OG0000734:"
"820","OG0000778:"
"821","OG0000785:"
"822","OG0000894:"
"823","OG0000896:"
"824","OG0001038:"
"825","OG0001111:"
"826","OG0001200:"
"827","OG0001229:"
"828","OG0001326:"
"829","OG0001402:"
"830","OG0001477:"
"831","OG0001613:"
"832","OG0001646:"
"833","OG0001660:"
"834","OG0001686:"
"835","OG0001716:"
"836","OG0001725:"
"837","OG0001849:"
