"","x"
"605","OG0000314:"
"606","OG0000315:"
"607","OG0000353:"
"608","OG0000369:"
"609","OG0000376:"
"610","OG0000398:"
"611","OG0000495:"
"612","OG0000496:"
"613","OG0000497:"
"614","OG0000506:"
"615","OG0000509:"
"616","OG0000522:"
"617","OG0000523:"
"618","OG0000524:"
"619","OG0000526:"
"620","OG0000543:"
"621","OG0000544:"
"622","OG0000576:"
"623","OG0000579:"
"624","OG0000600:"
"625","OG0000604:"
"626","OG0000642:"
"627","OG0000643:"
"628","OG0000667:"
"629","OG0000669:"
"630","OG0000687:"
"631","OG0000692:"
"632","OG0000705:"
"633","OG0000706:"
"634","OG0000710:"
"635","OG0000724:"
"636","OG0000740:"
"637","OG0000756:"
"638","OG0000799:"
"639","OG0000819:"
"640","OG0000851:"
"641","OG0000858:"
"642","OG0000859:"
"643","OG0000905:"
"644","OG0000925:"
"645","OG0000962:"
"646","OG0000974:"
"647","OG0000997:"
"648","OG0001045:"
"649","OG0001051:"
"650","OG0001124:"
"651","OG0001129:"
"652","OG0001151:"
"653","OG0001157:"
"654","OG0001160:"
"655","OG0001165:"
"656","OG0001166:"
"657","OG0001200:"
"658","OG0001201:"
"659","OG0001208:"
"660","OG0001261:"
"661","OG0001263:"
"662","OG0001266:"
"663","OG0001268:"
"664","OG0001279:"
"665","OG0001284:"
"666","OG0001292:"
"667","OG0001343:"
"668","OG0001364:"
"669","OG0001368:"
"670","OG0001369:"
"671","OG0001371:"
"672","OG0001381:"
"673","OG0001440:"
"674","OG0001457:"
"675","OG0001507:"
"676","OG0001509:"
"677","OG0001514:"
"678","OG0001536:"
"679","OG0001562:"
"680","OG0001596:"
"681","OG0001646:"
"682","OG0001655:"
"683","OG0001696:"
"684","OG0001705:"
"685","OG0001708:"
"686","OG0001729:"
"687","OG0001759:"
"688","OG0001791:"
"689","OG0001883:"
"690","OG0001901:"
"691","OG0001948:"
"692","OG0002016:"
"693","OG0002048:"
"694","OG0002056:"
"695","OG0002076:"
"696","OG0002117:"
"697","OG0002175:"
"698","OG0002196:"
"699","OG0002398:"
"700","OG0002404:"
"701","OG0002533:"
"702","OG0002609:"
"703","OG0002734:"
"704","OG0002751:"
"705","OG0002752:"
"706","OG0002756:"
"707","OG0002757:"
"708","OG0002765:"
"709","OG0002766:"
"710","OG0002772:"
"711","OG0002773:"
"712","OG0002776:"
"713","OG0002781:"
"714","OG0002792:"
"715","OG0002795:"
"716","OG0002798:"
"717","OG0002802:"
"718","OG0002803:"
"719","OG0002806:"
"720","OG0002808:"
"721","OG0002811:"
"722","OG0002812:"
"723","OG0002828:"
"724","OG0002830:"
"725","OG0002833:"
"726","OG0002835:"
"727","OG0002839:"
"728","OG0002843:"
"729","OG0002844:"
"730","OG0002847:"
"731","OG0002856:"
"732","OG0002860:"
"733","OG0002862:"
"734","OG0002863:"
"735","OG0000047:"
"736","OG0000058:"
"737","OG0000061:"
"738","OG0000068:"
"739","OG0000072:"
"740","OG0000076:"
"741","OG0000080:"
"742","OG0000106:"
"743","OG0000123:"
"744","OG0000124:"
"745","OG0000125:"
"746","OG0000126:"
"747","OG0000140:"
"748","OG0000146:"
"749","OG0000176:"
"750","OG0000178:"
"751","OG0000179:"
"752","OG0000305:"
"753","OG0000308:"
"754","OG0000336:"
"755","OG0000355:"
"756","OG0000392:"
"757","OG0000406:"
"758","OG0000428:"
"759","OG0000481:"
"760","OG0000493:"
"761","OG0000494:"
"762","OG0000500:"
"763","OG0000511:"
